X0Y0
VCC0.S_GBUF_FEED_BEG0,{28: '1'}
LA_O.JN2BEG6,"{138: '1', 139: '0', 140: '0', 141: '1'}"
W2END7.JN2BEG6,"{138: '0', 139: '0', 140: '0', 141: '1'}"
W1END3.JN2BEG6,"{138: '1', 139: '1', 140: '1', 141: '0'}"
W1END1.JN2BEG6,"{138: '0', 139: '1', 140: '1', 141: '0'}"
S2END7.JN2BEG6,"{138: '1', 139: '0', 140: '1', 141: '0'}"
S1END3.JN2BEG6,"{138: '0', 139: '0', 140: '1', 141: '0'}"
E2END7.JN2BEG6,"{138: '1', 139: '1', 140: '0', 141: '0'}"
E1END3.JN2BEG6,"{138: '0', 139: '1', 140: '0', 141: '0'}"
N2END7.JN2BEG6,"{138: '1', 139: '0', 140: '0', 141: '0'}"
N1END3.JN2BEG6,"{138: '0', 139: '0', 140: '0', 141: '0'}"
LG_O.JN2BEG7,"{142: '1', 143: '1', 144: '1', 145: '1'}"
LF_O.JN2BEG7,"{142: '0', 143: '1', 144: '1', 145: '1'}"
LE_O.JN2BEG7,"{142: '1', 143: '0', 144: '1', 145: '1'}"
LD_O.JN2BEG7,"{142: '0', 143: '0', 144: '1', 145: '1'}"
LC_O.JN2BEG7,"{142: '1', 143: '1', 144: '0', 145: '1'}"
LB_O.JN2BEG7,"{142: '0', 143: '1', 144: '0', 145: '1'}"
LA_O.JN2BEG7,"{142: '1', 143: '0', 144: '0', 145: '1'}"
W2END0.JN2BEG7,"{142: '0', 143: '0', 144: '0', 145: '1'}"
W1END2.JN2BEG7,"{142: '1', 143: '1', 144: '1', 145: '0'}"
W1END0.JN2BEG7,"{142: '0', 143: '1', 144: '1', 145: '0'}"
S2END0.JN2BEG7,"{142: '1', 143: '0', 144: '1', 145: '0'}"
S1END0.JN2BEG7,"{142: '0', 143: '0', 144: '1', 145: '0'}"
EE4END0.JN2BEG7,"{142: '1', 143: '1', 144: '0', 145: '0'}"
E1END0.JN2BEG7,"{142: '0', 143: '1', 144: '0', 145: '0'}"
N2END0.JN2BEG7,"{142: '1', 143: '0', 144: '0', 145: '0'}"
N1END0.JN2BEG7,"{142: '0', 143: '0', 144: '0', 145: '0'}"
LH_O.JE2BEG0,"{146: '1', 147: '1', 148: '1', 149: '1'}"
LG_O.JE2BEG0,"{146: '0', 147: '1', 148: '1', 149: '1'}"
LF_O.JE2BEG0,"{146: '1', 147: '0', 148: '1', 149: '1'}"
LE_O.JE2BEG0,"{146: '0', 147: '0', 148: '1', 149: '1'}"
LD_O.JE2BEG0,"{146: '1', 147: '1', 148: '0', 149: '1'}"
LC_O.JE2BEG0,"{146: '0', 147: '1', 148: '0', 149: '1'}"
LB_O.JE2BEG0,"{146: '1', 147: '0', 148: '0', 149: '1'}"
W6END1.JE2BEG0,"{146: '0', 147: '0', 148: '0', 149: '1'}"
W2END1.JE2BEG0,"{146: '1', 147: '1', 148: '1', 149: '0'}"
S2END1.JE2BEG0,"{146: '0', 147: '1', 148: '1', 149: '0'}"
E6END1.JE2BEG0,"{146: '1', 147: '0', 148: '1', 149: '0'}"
EE4END1.JE2BEG0,"{146: '0', 147: '0', 148: '1', 149: '0'}"
N4END1.JE2BEG0,"{146: '1', 147: '1', 148: '0', 149: '0'}"
N2END1.JE2BEG0,"{146: '0', 147: '1', 148: '0', 149: '0'}"
N1END3.JE2BEG0,"{146: '1', 147: '0', 148: '0', 149: '0'}"
N1END1.JE2BEG0,"{146: '0', 147: '0', 148: '0', 149: '0'}"
LH_O.JE2BEG1,"{150: '1', 151: '1', 152: '1', 153: '1'}"
LG_O.JE2BEG1,"{150: '0', 151: '1', 152: '1', 153: '1'}"
LF_O.JE2BEG1,"{150: '1', 151: '0', 152: '1', 153: '1'}"
LE_O.JE2BEG1,"{150: '0', 151: '0', 152: '1', 153: '1'}"
LD_O.JE2BEG1,"{150: '1', 151: '1', 152: '0', 153: '1'}"
LC_O.JE2BEG1,"{150: '0', 151: '1', 152: '0', 153: '1'}"
LA_O.JE2BEG1,"{150: '1', 151: '0', 152: '0', 153: '1'}"
WW4END3.JE2BEG1,"{150: '0', 151: '0', 152: '0', 153: '1'}"
W2END2.JE2BEG1,"{150: '1', 151: '1', 152: '1', 153: '0'}"
S2END2.JE2BEG1,"{150: '0', 151: '1', 152: '1', 153: '0'}"
E6END0.JE2BEG1,"{150: '1', 151: '0', 152: '1', 153: '0'}"
E2END2.JE2BEG1,"{150: '0', 151: '0', 152: '1', 153: '0'}"
N4END2.JE2BEG1,"{150: '1', 151: '1', 152: '0', 153: '0'}"
N2END2.JE2BEG1,"{150: '0', 151: '1', 152: '0', 153: '0'}"
N1END2.JE2BEG1,"{150: '1', 151: '0', 152: '0', 153: '0'}"
N1END0.JE2BEG1,"{150: '0', 151: '0', 152: '0', 153: '0'}"
LH_O.JE2BEG2,"{154: '1', 155: '1', 156: '1', 157: '1'}"
LG_O.JE2BEG2,"{154: '0', 155: '1', 156: '1', 157: '1'}"
LF_O.JE2BEG2,"{154: '1', 155: '0', 156: '1', 157: '1'}"
LE_O.JE2BEG2,"{154: '0', 155: '0', 156: '1', 157: '1'}"
LD_O.JE2BEG2,"{154: '1', 155: '1', 156: '0', 157: '1'}"
LB_O.JE2BEG2,"{154: '0', 155: '1', 156: '0', 157: '1'}"
LA_O.JE2BEG2,"{154: '1', 155: '0', 156: '0', 157: '1'}"
W6END1.JE2BEG2,"{154: '0', 155: '0', 156: '0', 157: '1'}"
W2END3.JE2BEG2,"{154: '1', 155: '1', 156: '1', 157: '0'}"
S2END3.JE2BEG2,"{154: '0', 155: '1', 156: '1', 157: '0'}"
E6END1.JE2BEG2,"{154: '1', 155: '0', 156: '1', 157: '0'}"
E2END3.JE2BEG2,"{154: '0', 155: '0', 156: '1', 157: '0'}"
N4END3.JE2BEG2,"{154: '1', 155: '1', 156: '0', 157: '0'}"
N2END3.JE2BEG2,"{154: '0', 155: '1', 156: '0', 157: '0'}"
N1END3.JE2BEG2,"{154: '1', 155: '0', 156: '0', 157: '0'}"
N1END1.JE2BEG2,"{154: '0', 155: '0', 156: '0', 157: '0'}"
LH_O.JE2BEG3,"{158: '1', 159: '1', 96: '1', 97: '1'}"
LG_O.JE2BEG3,"{158: '0', 159: '1', 96: '1', 97: '1'}"
LF_O.JE2BEG3,"{158: '1', 159: '0', 96: '1', 97: '1'}"
LE_O.JE2BEG3,"{158: '0', 159: '0', 96: '1', 97: '1'}"
LC_O.JE2BEG3,"{158: '1', 159: '1', 96: '0', 97: '1'}"
LB_O.JE2BEG3,"{158: '0', 159: '1', 96: '0', 97: '1'}"
LA_O.JE2BEG3,"{158: '1', 159: '0', 96: '0', 97: '1'}"
W6END0.JE2BEG3,"{158: '0', 159: '0', 96: '0', 97: '1'}"
W2END4.JE2BEG3,"{158: '1', 159: '1', 96: '1', 97: '0'}"
S2END4.JE2BEG3,"{158: '0', 159: '1', 96: '1', 97: '0'}"
E6END0.JE2BEG3,"{158: '1', 159: '0', 96: '1', 97: '0'}"
E2END4.JE2BEG3,"{158: '0', 159: '0', 96: '1', 97: '0'}"
N4END0.JE2BEG3,"{158: '1', 159: '1', 96: '0', 97: '0'}"
N2END4.JE2BEG3,"{158: '0', 159: '1', 96: '0', 97: '0'}"
N1END2.JE2BEG3,"{158: '1', 159: '0', 96: '0', 97: '0'}"
N1END0.JE2BEG3,"{158: '0', 159: '0', 96: '0', 97: '0'}"
LH_O.JE2BEG4,"{98: '1', 99: '1', 100: '1', 101: '1'}"
LG_O.JE2BEG4,"{98: '0', 99: '1', 100: '1', 101: '1'}"
LF_O.JE2BEG4,"{98: '1', 99: '0', 100: '1', 101: '1'}"
LD_O.JE2BEG4,"{98: '0', 99: '0', 100: '1', 101: '1'}"
LC_O.JE2BEG4,"{98: '1', 99: '1', 100: '0', 101: '1'}"
LB_O.JE2BEG4,"{98: '0', 99: '1', 100: '0', 101: '1'}"
LA_O.JE2BEG4,"{98: '1', 99: '0', 100: '0', 101: '1'}"
W2END5.JE2BEG4,"{98: '0', 99: '0', 100: '0', 101: '1'}"
W1END1.JE2BEG4,"{98: '1', 99: '1', 100: '1', 101: '0'}"
S2END5.JE2BEG4,"{98: '0', 99: '1', 100: '1', 101: '0'}"
S1END3.JE2BEG4,"{98: '1', 99: '0', 100: '1', 101: '0'}"
S1END1.JE2BEG4,"{98: '0', 99: '0', 100: '1', 101: '0'}"
E2END5.JE2BEG4,"{98: '1', 99: '1', 100: '0', 101: '0'}"
E1END1.JE2BEG4,"{98: '0', 99: '1', 100: '0', 101: '0'}"
N2END5.JE2BEG4,"{98: '1', 99: '0', 100: '0', 101: '0'}"
N1END1.JE2BEG4,"{98: '0', 99: '0', 100: '0', 101: '0'}"
LH_O.JE2BEG5,"{102: '1', 103: '1', 104: '1', 105: '1'}"
LG_O.JE2BEG5,"{102: '0', 103: '1', 104: '1', 105: '1'}"
LE_O.JE2BEG5,"{102: '1', 103: '0', 104: '1', 105: '1'}"
LD_O.JE2BEG5,"{102: '0', 103: '0', 104: '1', 105: '1'}"
LC_O.JE2BEG5,"{102: '1', 103: '1', 104: '0', 105: '1'}"
LB_O.JE2BEG5,"{102: '0', 103: '1', 104: '0', 105: '1'}"
LA_O.JE2BEG5,"{102: '1', 103: '0', 104: '0', 105: '1'}"
W2END6.JE2BEG5,"{102: '0', 103: '0', 104: '0', 105: '1'}"
W1END2.JE2BEG5,"{102: '1', 103: '1', 104: '1', 105: '0'}"
S2END6.JE2BEG5,"{102: '0', 103: '1', 104: '1', 105: '0'}"
S1END2.JE2BEG5,"{102: '1', 103: '0', 104: '1', 105: '0'}"
S1END0.JE2BEG5,"{102: '0', 103: '0', 104: '1', 105: '0'}"
E2END6.JE2BEG5,"{102: '1', 103: '1', 104: '0', 105: '0'}"
E1END2.JE2BEG5,"{102: '0', 103: '1', 104: '0', 105: '0'}"
N2END6.JE2BEG5,"{102: '1', 103: '0', 104: '0', 105: '0'}"
N1END2.JE2BEG5,"{102: '0', 103: '0', 104: '0', 105: '0'}"
LH_O.JE2BEG6,"{106: '1', 107: '1', 108: '1', 109: '1'}"
LF_O.JE2BEG6,"{106: '0', 107: '1', 108: '1', 109: '1'}"
LE_O.JE2BEG6,"{106: '1', 107: '0', 108: '1', 109: '1'}"
LD_O.JE2BEG6,"{106: '0', 107: '0', 108: '1', 109: '1'}"
LC_O.JE2BEG6,"{106: '1', 107: '1', 108: '0', 109: '1'}"
LB_O.JE2BEG6,"{106: '0', 107: '1', 108: '0', 109: '1'}"
LA_O.JE2BEG6,"{106: '1', 107: '0', 108: '0', 109: '1'}"
W2END7.JE2BEG6,"{106: '0', 107: '0', 108: '0', 109: '1'}"
W1END3.JE2BEG6,"{106: '1', 107: '1', 108: '1', 109: '0'}"
S2END7.JE2BEG6,"{106: '0', 107: '1', 108: '1', 109: '0'}"
S1END3.JE2BEG6,"{106: '1', 107: '0', 108: '1', 109: '0'}"
S1END1.JE2BEG6,"{106: '0', 107: '0', 108: '1', 109: '0'}"
E2END7.JE2BEG6,"{106: '1', 107: '1', 108: '0', 109: '0'}"
E1END3.JE2BEG6,"{106: '0', 107: '1', 108: '0', 109: '0'}"
N2END7.JE2BEG6,"{106: '1', 107: '0', 108: '0', 109: '0'}"
N1END3.JE2BEG6,"{106: '0', 107: '0', 108: '0', 109: '0'}"
LG_O.JE2BEG7,"{110: '1', 111: '1', 112: '1', 113: '1'}"
LF_O.JE2BEG7,"{110: '0', 111: '1', 112: '1', 113: '1'}"
LE_O.JE2BEG7,"{110: '1', 111: '0', 112: '1', 113: '1'}"
LD_O.JE2BEG7,"{110: '0', 111: '0', 112: '1', 113: '1'}"
LC_O.JE2BEG7,"{110: '1', 111: '1', 112: '0', 113: '1'}"
LB_O.JE2BEG7,"{110: '0', 111: '1', 112: '0', 113: '1'}"
LA_O.JE2BEG7,"{110: '1', 111: '0', 112: '0', 113: '1'}"
WW4END0.JE2BEG7,"{110: '0', 111: '0', 112: '0', 113: '1'}"
W2END0.JE2BEG7,"{110: '1', 111: '1', 112: '1', 113: '0'}"
SS4END0.JE2BEG7,"{110: '0', 111: '1', 112: '1', 113: '0'}"
S1END2.JE2BEG7,"{110: '1', 111: '0', 112: '1', 113: '0'}"
S1END0.JE2BEG7,"{110: '0', 111: '0', 112: '1', 113: '0'}"
E2END0.JE2BEG7,"{110: '1', 111: '1', 112: '0', 113: '0'}"
E1END0.JE2BEG7,"{110: '0', 111: '1', 112: '0', 113: '0'}"
N2END0.JE2BEG7,"{110: '1', 111: '0', 112: '0', 113: '0'}"
N1END0.JE2BEG7,"{110: '0', 111: '0', 112: '0', 113: '0'}"
LH_O.JS2BEG0,"{114: '1', 115: '1', 116: '1', 117: '1'}"
LG_O.JS2BEG0,"{114: '0', 115: '1', 116: '1', 117: '1'}"
LF_O.JS2BEG0,"{114: '1', 115: '0', 116: '1', 117: '1'}"
LE_O.JS2BEG0,"{114: '0', 115: '0', 116: '1', 117: '1'}"
LD_O.JS2BEG0,"{114: '1', 115: '1', 116: '0', 117: '1'}"
LC_O.JS2BEG0,"{114: '0', 115: '1', 116: '0', 117: '1'}"
LB_O.JS2BEG0,"{114: '1', 115: '0', 116: '0', 117: '1'}"
W6END1.JS2BEG0,"{114: '0', 115: '0', 116: '0', 117: '1'}"
W2END1.JS2BEG0,"{114: '1', 115: '1', 116: '1', 117: '0'}"
S4END1.JS2BEG0,"{114: '0', 115: '1', 116: '1', 117: '0'}"
S2END1.JS2BEG0,"{114: '1', 115: '0', 116: '1', 117: '0'}"
E6END1.JS2BEG0,"{114: '0', 115: '0', 116: '1', 117: '0'}"
E2END1.JS2BEG0,"{114: '1', 115: '1', 116: '0', 117: '0'}"
E1END3.JS2BEG0,"{114: '0', 115: '1', 116: '0', 117: '0'}"
NN4END1.JS2BEG0,"{114: '1', 115: '0', 116: '0', 117: '0'}"
N1END1.JS2BEG0,"{114: '0', 115: '0', 116: '0', 117: '0'}"
LH_O.JS2BEG1,"{118: '1', 119: '1', 120: '1', 121: '1'}"
LG_O.JS2BEG1,"{118: '0', 119: '1', 120: '1', 121: '1'}"
LF_O.JS2BEG1,"{118: '1', 119: '0', 120: '1', 121: '1'}"
LE_O.JS2BEG1,"{118: '0', 119: '0', 120: '1', 121: '1'}"
LD_O.JS2BEG1,"{118: '1', 119: '1', 120: '0', 121: '1'}"
LC_O.JS2BEG1,"{118: '0', 119: '1', 120: '0', 121: '1'}"
LA_O.JS2BEG1,"{118: '1', 119: '0', 120: '0', 121: '1'}"
W6END0.JS2BEG1,"{118: '0', 119: '0', 120: '0', 121: '1'}"
W2END2.JS2BEG1,"{118: '1', 119: '1', 120: '1', 121: '0'}"
SS4END2.JS2BEG1,"{118: '0', 119: '1', 120: '1', 121: '0'}"
S4END2.JS2BEG1,"{118: '1', 119: '0', 120: '1', 121: '0'}"
E6END0.JS2BEG1,"{118: '0', 119: '0', 120: '1', 121: '0'}"
EE4END2.JS2BEG1,"{118: '1', 119: '1', 120: '0', 121: '0'}"
E1END0.JS2BEG1,"{118: '0', 119: '1', 120: '0', 121: '0'}"
NN4END2.JS2BEG1,"{118: '1', 119: '0', 120: '0', 121: '0'}"
N1END2.JS2BEG1,"{118: '0', 119: '0', 120: '0', 121: '0'}"
LH_O.JS2BEG2,"{122: '1', 123: '1', 124: '1', 125: '1'}"
LG_O.JS2BEG2,"{122: '0', 123: '1', 124: '1', 125: '1'}"
LF_O.JS2BEG2,"{122: '1', 123: '0', 124: '1', 125: '1'}"
LE_O.JS2BEG2,"{122: '0', 123: '0', 124: '1', 125: '1'}"
LD_O.JS2BEG2,"{122: '1', 123: '1', 124: '0', 125: '1'}"
LB_O.JS2BEG2,"{122: '0', 123: '1', 124: '0', 125: '1'}"
LA_O.JS2BEG2,"{122: '1', 123: '0', 124: '0', 125: '1'}"
W6END1.JS2BEG2,"{122: '0', 123: '0', 124: '0', 125: '1'}"
W2END3.JS2BEG2,"{122: '1', 123: '1', 124: '1', 125: '0'}"
S4END3.JS2BEG2,"{122: '0', 123: '1', 124: '1', 125: '0'}"
S2END3.JS2BEG2,"{122: '1', 123: '0', 124: '1', 125: '0'}"
E6END1.JS2BEG2,"{122: '0', 123: '0', 124: '1', 125: '0'}"
E2END3.JS2BEG2,"{122: '1', 123: '1', 124: '0', 125: '0'}"
E1END1.JS2BEG2,"{122: '0', 123: '1', 124: '0', 125: '0'}"
NN4END3.JS2BEG2,"{122: '1', 123: '0', 124: '0', 125: '0'}"
N1END3.JS2BEG2,"{122: '0', 123: '0', 124: '0', 125: '0'}"
LH_O.JS2BEG3,"{126: '1', 127: '1', 64: '1', 65: '1'}"
LG_O.JS2BEG3,"{126: '0', 127: '1', 64: '1', 65: '1'}"
LF_O.JS2BEG3,"{126: '1', 127: '0', 64: '1', 65: '1'}"
LE_O.JS2BEG3,"{126: '0', 127: '0', 64: '1', 65: '1'}"
LC_O.JS2BEG3,"{126: '1', 127: '1', 64: '0', 65: '1'}"
LB_O.JS2BEG3,"{126: '0', 127: '1', 64: '0', 65: '1'}"
LA_O.JS2BEG3,"{126: '1', 127: '0', 64: '0', 65: '1'}"
WW4END2.JS2BEG3,"{126: '0', 127: '0', 64: '0', 65: '1'}"
W2END4.JS2BEG3,"{126: '1', 127: '1', 64: '1', 65: '0'}"
S4END0.JS2BEG3,"{126: '0', 127: '1', 64: '1', 65: '0'}"
S2END4.JS2BEG3,"{126: '1', 127: '0', 64: '1', 65: '0'}"
E6END0.JS2BEG3,"{126: '0', 127: '0', 64: '1', 65: '0'}"
E2END4.JS2BEG3,"{126: '1', 127: '1', 64: '0', 65: '0'}"
E1END2.JS2BEG3,"{126: '0', 127: '1', 64: '0', 65: '0'}"
N2END4.JS2BEG3,"{126: '1', 127: '0', 64: '0', 65: '0'}"
N1END0.JS2BEG3,"{126: '0', 127: '0', 64: '0', 65: '0'}"
LH_O.JS2BEG4,"{66: '1', 67: '1', 68: '1', 69: '1'}"
LG_O.JS2BEG4,"{66: '0', 67: '1', 68: '1', 69: '1'}"
LF_O.JS2BEG4,"{66: '1', 67: '0', 68: '1', 69: '1'}"
LD_O.JS2BEG4,"{66: '0', 67: '0', 68: '1', 69: '1'}"
LC_O.JS2BEG4,"{66: '1', 67: '1', 68: '0', 69: '1'}"
LB_O.JS2BEG4,"{66: '0', 67: '1', 68: '0', 69: '1'}"
LA_O.JS2BEG4,"{66: '1', 67: '0', 68: '0', 69: '1'}"
W2END5.JS2BEG4,"{66: '0', 67: '0', 68: '0', 69: '1'}"
W1END3.JS2BEG4,"{66: '1', 67: '1', 68: '1', 69: '0'}"
W1END1.JS2BEG4,"{66: '0', 67: '1', 68: '1', 69: '0'}"
S2END5.JS2BEG4,"{66: '1', 67: '0', 68: '1', 69: '0'}"
S1END1.JS2BEG4,"{66: '0', 67: '0', 68: '1', 69: '0'}"
E2END5.JS2BEG4,"{66: '1', 67: '1', 68: '0', 69: '0'}"
E1END1.JS2BEG4,"{66: '0', 67: '1', 68: '0', 69: '0'}"
N2END5.JS2BEG4,"{66: '1', 67: '0', 68: '0', 69: '0'}"
N1END1.JS2BEG4,"{66: '0', 67: '0', 68: '0', 69: '0'}"
LH_O.JS2BEG5,"{70: '1', 71: '1', 72: '1', 73: '1'}"
LG_O.JS2BEG5,"{70: '0', 71: '1', 72: '1', 73: '1'}"
LE_O.JS2BEG5,"{70: '1', 71: '0', 72: '1', 73: '1'}"
LD_O.JS2BEG5,"{70: '0', 71: '0', 72: '1', 73: '1'}"
LC_O.JS2BEG5,"{70: '1', 71: '1', 72: '0', 73: '1'}"
LB_O.JS2BEG5,"{70: '0', 71: '1', 72: '0', 73: '1'}"
LA_O.JS2BEG5,"{70: '1', 71: '0', 72: '0', 73: '1'}"
W2END6.JS2BEG5,"{70: '0', 71: '0', 72: '0', 73: '1'}"
W1END2.JS2BEG5,"{70: '1', 71: '1', 72: '1', 73: '0'}"
W1END0.JS2BEG5,"{70: '0', 71: '1', 72: '1', 73: '0'}"
S2END6.JS2BEG5,"{70: '1', 71: '0', 72: '1', 73: '0'}"
S1END2.JS2BEG5,"{70: '0', 71: '0', 72: '1', 73: '0'}"
E2END6.JS2BEG5,"{70: '1', 71: '1', 72: '0', 73: '0'}"
E1END2.JS2BEG5,"{70: '0', 71: '1', 72: '0', 73: '0'}"
N2END6.JS2BEG5,"{70: '1', 71: '0', 72: '0', 73: '0'}"
N1END2.JS2BEG5,"{70: '0', 71: '0', 72: '0', 73: '0'}"
LH_O.JS2BEG6,"{74: '1', 75: '1', 76: '1', 77: '1'}"
LF_O.JS2BEG6,"{74: '0', 75: '1', 76: '1', 77: '1'}"
LE_O.JS2BEG6,"{74: '1', 75: '0', 76: '1', 77: '1'}"
LD_O.JS2BEG6,"{74: '0', 75: '0', 76: '1', 77: '1'}"
LC_O.JS2BEG6,"{74: '1', 75: '1', 76: '0', 77: '1'}"
LB_O.JS2BEG6,"{74: '0', 75: '1', 76: '0', 77: '1'}"
LA_O.JS2BEG6,"{74: '1', 75: '0', 76: '0', 77: '1'}"
W2END7.JS2BEG6,"{74: '0', 75: '0', 76: '0', 77: '1'}"
W1END3.JS2BEG6,"{74: '1', 75: '1', 76: '1', 77: '0'}"
W1END1.JS2BEG6,"{74: '0', 75: '1', 76: '1', 77: '0'}"
S2END7.JS2BEG6,"{74: '1', 75: '0', 76: '1', 77: '0'}"
S1END3.JS2BEG6,"{74: '0', 75: '0', 76: '1', 77: '0'}"
E2END7.JS2BEG6,"{74: '1', 75: '1', 76: '0', 77: '0'}"
E1END3.JS2BEG6,"{74: '0', 75: '1', 76: '0', 77: '0'}"
N2END7.JS2BEG6,"{74: '1', 75: '0', 76: '0', 77: '0'}"
N1END3.JS2BEG6,"{74: '0', 75: '0', 76: '0', 77: '0'}"
LG_O.JS2BEG7,"{78: '1', 79: '1', 80: '1', 81: '1'}"
LF_O.JS2BEG7,"{78: '0', 79: '1', 80: '1', 81: '1'}"
LE_O.JS2BEG7,"{78: '1', 79: '0', 80: '1', 81: '1'}"
LD_O.JS2BEG7,"{78: '0', 79: '0', 80: '1', 81: '1'}"
LC_O.JS2BEG7,"{78: '1', 79: '1', 80: '0', 81: '1'}"
LB_O.JS2BEG7,"{78: '0', 79: '1', 80: '0', 81: '1'}"
LA_O.JS2BEG7,"{78: '1', 79: '0', 80: '0', 81: '1'}"
W2END0.JS2BEG7,"{78: '0', 79: '0', 80: '0', 81: '1'}"
W1END2.JS2BEG7,"{78: '1', 79: '1', 80: '1', 81: '0'}"
W1END0.JS2BEG7,"{78: '0', 79: '1', 80: '1', 81: '0'}"
S2END0.JS2BEG7,"{78: '1', 79: '0', 80: '1', 81: '0'}"
S1END0.JS2BEG7,"{78: '0', 79: '0', 80: '1', 81: '0'}"
E2END0.JS2BEG7,"{78: '1', 79: '1', 80: '0', 81: '0'}"
E1END0.JS2BEG7,"{78: '0', 79: '1', 80: '0', 81: '0'}"
N2END0.JS2BEG7,"{78: '1', 79: '0', 80: '0', 81: '0'}"
N1END0.JS2BEG7,"{78: '0', 79: '0', 80: '0', 81: '0'}"
LH_O.JW2BEG0,"{82: '1', 83: '1', 84: '1', 85: '1'}"
LG_O.JW2BEG0,"{82: '0', 83: '1', 84: '1', 85: '1'}"
LF_O.JW2BEG0,"{82: '1', 83: '0', 84: '1', 85: '1'}"
LE_O.JW2BEG0,"{82: '0', 83: '0', 84: '1', 85: '1'}"
LD_O.JW2BEG0,"{82: '1', 83: '1', 84: '0', 85: '1'}"
LC_O.JW2BEG0,"{82: '0', 83: '1', 84: '0', 85: '1'}"
LB_O.JW2BEG0,"{82: '1', 83: '0', 84: '0', 85: '1'}"
W6END1.JW2BEG0,"{82: '0', 83: '0', 84: '0', 85: '1'}"
W2END1.JW2BEG0,"{82: '1', 83: '1', 84: '1', 85: '0'}"
S4END1.JW2BEG0,"{82: '0', 83: '1', 84: '1', 85: '0'}"
S2END1.JW2BEG0,"{82: '1', 83: '0', 84: '1', 85: '0'}"
E6END1.JW2BEG0,"{82: '0', 83: '0', 84: '1', 85: '0'}"
E2END1.JW2BEG0,"{82: '1', 83: '1', 84: '0', 85: '0'}"
N2END1.JW2BEG0,"{82: '0', 83: '1', 84: '0', 85: '0'}"
N1END3.JW2BEG0,"{82: '1', 83: '0', 84: '0', 85: '0'}"
N1END1.JW2BEG0,"{82: '0', 83: '0', 84: '0', 85: '0'}"
LH_O.JW2BEG1,"{86: '1', 87: '1', 88: '1', 89: '1'}"
LG_O.JW2BEG1,"{86: '0', 87: '1', 88: '1', 89: '1'}"
LF_O.JW2BEG1,"{86: '1', 87: '0', 88: '1', 89: '1'}"
LE_O.JW2BEG1,"{86: '0', 87: '0', 88: '1', 89: '1'}"
LD_O.JW2BEG1,"{86: '1', 87: '1', 88: '0', 89: '1'}"
LC_O.JW2BEG1,"{86: '0', 87: '1', 88: '0', 89: '1'}"
LA_O.JW2BEG1,"{86: '1', 87: '0', 88: '0', 89: '1'}"
W6END0.JW2BEG1,"{86: '0', 87: '0', 88: '0', 89: '1'}"
W2END2.JW2BEG1,"{86: '1', 87: '1', 88: '1', 89: '0'}"
S4END2.JW2BEG1,"{86: '0', 87: '1', 88: '1', 89: '0'}"
S2END2.JW2BEG1,"{86: '1', 87: '0', 88: '1', 89: '0'}"
E6END0.JW2BEG1,"{86: '0', 87: '0', 88: '1', 89: '0'}"
E2END2.JW2BEG1,"{86: '1', 87: '1', 88: '0', 89: '0'}"
N2END2.JW2BEG1,"{86: '0', 87: '1', 88: '0', 89: '0'}"
N1END2.JW2BEG1,"{86: '1', 87: '0', 88: '0', 89: '0'}"
N1END0.JW2BEG1,"{86: '0', 87: '0', 88: '0', 89: '0'}"
LH_O.JW2BEG2,"{90: '1', 91: '1', 92: '1', 93: '1'}"
LG_O.JW2BEG2,"{90: '0', 91: '1', 92: '1', 93: '1'}"
LF_O.JW2BEG2,"{90: '1', 91: '0', 92: '1', 93: '1'}"
LE_O.JW2BEG2,"{90: '0', 91: '0', 92: '1', 93: '1'}"
LD_O.JW2BEG2,"{90: '1', 91: '1', 92: '0', 93: '1'}"
LB_O.JW2BEG2,"{90: '0', 91: '1', 92: '0', 93: '1'}"
LA_O.JW2BEG2,"{90: '1', 91: '0', 92: '0', 93: '1'}"
W6END1.JW2BEG2,"{90: '0', 91: '0', 92: '0', 93: '1'}"
W2END3.JW2BEG2,"{90: '1', 91: '1', 92: '1', 93: '0'}"
SS4END3.JW2BEG2,"{90: '0', 91: '1', 92: '1', 93: '0'}"
S4END3.JW2BEG2,"{90: '1', 91: '0', 92: '1', 93: '0'}"
E6END1.JW2BEG2,"{90: '0', 91: '0', 92: '1', 93: '0'}"
EE4END3.JW2BEG2,"{90: '1', 91: '1', 92: '0', 93: '0'}"
N2END3.JW2BEG2,"{90: '0', 91: '1', 92: '0', 93: '0'}"
N1END3.JW2BEG2,"{90: '1', 91: '0', 92: '0', 93: '0'}"
N1END1.JW2BEG2,"{90: '0', 91: '0', 92: '0', 93: '0'}"
LH_O.JW2BEG3,"{94: '1', 95: '1', 32: '1', 33: '1'}"
LG_O.JW2BEG3,"{94: '0', 95: '1', 32: '1', 33: '1'}"
LF_O.JW2BEG3,"{94: '1', 95: '0', 32: '1', 33: '1'}"
LE_O.JW2BEG3,"{94: '0', 95: '0', 32: '1', 33: '1'}"
LC_O.JW2BEG3,"{94: '1', 95: '1', 32: '0', 33: '1'}"
LB_O.JW2BEG3,"{94: '0', 95: '1', 32: '0', 33: '1'}"
LA_O.JW2BEG3,"{94: '1', 95: '0', 32: '0', 33: '1'}"
WW4END2.JW2BEG3,"{94: '0', 95: '0', 32: '0', 33: '1'}"
W2END4.JW2BEG3,"{94: '1', 95: '1', 32: '1', 33: '0'}"
S4END0.JW2BEG3,"{94: '0', 95: '1', 32: '1', 33: '0'}"
